api_id,status,hitool_symbol,test_evidence,notes
cn.hutool.core.codec::BCD#,idiomatic,"hitool_core::{bcd_encode,bcd_decode,bcd_encode_ascii_prefix}",crates/hitool-core/src/radix_codec.rs::text_stream_file_and_bcd_overloads_are_bounded_and_reversible,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.cache.impl::ReentrantCache::remove#void (K key),idiomatic,hitool_cache::ReentrantCache,crates/hitool-cache/src/compat.rs::abstract_cache_covers_expiration_refresh_counters_and_views,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
cn.hutool.cache.impl::ReentrantCache::clear#void (),idiomatic,hitool_cache::ReentrantCache,crates/hitool-cache/src/compat.rs::abstract_cache_covers_expiration_refresh_counters_and_views,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
cn.hutool.cache.impl::ReentrantCache::toString#String (),idiomatic,hitool_cache::ReentrantCache,crates/hitool-cache/src/compat.rs::abstract_cache_covers_expiration_refresh_counters_and_views,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
cn.hutool.cache.impl::StampedCache#,idiomatic,hitool_cache::StampedCache,crates/hitool-cache/src/compat.rs::abstract_cache_covers_expiration_refresh_counters_and_views,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
"cn.hutool.cache.impl::StampedCache::put#void (K key, V object, long timeout)",idiomatic,hitool_cache::StampedCache,crates/hitool-cache/src/compat.rs::abstract_cache_covers_expiration_refresh_counters_and_views,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
cn.hutool.cache.impl::StampedCache::containsKey#boolean (K key),idiomatic,hitool_cache::StampedCache,crates/hitool-cache/src/compat.rs::abstract_cache_covers_expiration_refresh_counters_and_views,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
"cn.hutool.cache.impl::StampedCache::get#V (K key, boolean isUpdateLastAccess)",idiomatic,hitool_cache::StampedCache,crates/hitool-cache/src/compat.rs::abstract_cache_covers_expiration_refresh_counters_and_views,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
"cn.hutool.cache.impl::StampedCache::cacheObjIterator#Iterator<CacheObj<K, V>> ()",idiomatic,hitool_cache::StampedCache,crates/hitool-cache/src/compat.rs::abstract_cache_covers_expiration_refresh_counters_and_views,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
cn.hutool.cache.impl::StampedCache::prune#int (),idiomatic,hitool_cache::StampedCache,crates/hitool-cache/src/compat.rs::abstract_cache_covers_expiration_refresh_counters_and_views,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
cn.hutool.cache.impl::StampedCache::remove#void (K key),idiomatic,hitool_cache::StampedCache,crates/hitool-cache/src/compat.rs::abstract_cache_covers_expiration_refresh_counters_and_views,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
cn.hutool.cache.impl::StampedCache::clear#void (),idiomatic,hitool_cache::StampedCache,crates/hitool-cache/src/compat.rs::abstract_cache_covers_expiration_refresh_counters_and_views,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
cn.hutool.cache.impl::TimedCache#,idiomatic,hitool_cache::TimedCache,crates/hitool-cache/src/compat.rs::timed_cache_schedules_replaces_and_cancels_workers,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
cn.hutool.cache.impl::TimedCache::TimedCache#(long timeout),idiomatic,hitool_cache::TimedCache,crates/hitool-cache/src/compat.rs::timed_cache_schedules_replaces_and_cancels_workers,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
"cn.hutool.cache.impl::TimedCache::TimedCache#(long timeout, Map<Mutable<K>, CacheObj<K, V>> map)",idiomatic,hitool_cache::TimedCache,crates/hitool-cache/src/compat.rs::timed_cache_schedules_replaces_and_cancels_workers,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
cn.hutool.cache.impl::TimedCache::schedulePrune#void (long delay),idiomatic,hitool_cache::TimedCache,crates/hitool-cache/src/compat.rs::timed_cache_schedules_replaces_and_cancels_workers,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
cn.hutool.cache.impl::TimedCache::cancelPruneSchedule#void (),idiomatic,hitool_cache::TimedCache,crates/hitool-cache/src/compat.rs::timed_cache_schedules_replaces_and_cancels_workers,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
cn.hutool.cache.impl::WeakCache#,idiomatic,hitool_cache::WeakCache,crates/hitool-cache/src/compat.rs::weak_cache_observes_arc_lifetime_timeout_listener_and_prune,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
cn.hutool.cache.impl::WeakCache::WeakCache#(long timeout),idiomatic,hitool_cache::WeakCache,crates/hitool-cache/src/compat.rs::weak_cache_observes_arc_lifetime_timeout_listener_and_prune,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
"cn.hutool.cache.impl::WeakCache::setListener#WeakCache<K, V> (CacheListener<K, V> listener)",idiomatic,hitool_cache::WeakCache,crates/hitool-cache/src/compat.rs::weak_cache_observes_arc_lifetime_timeout_listener_and_prune,"The thread-safe Rust compatibility engine preserves Hutool cache lifecycle, statistics, iteration snapshots, listeners, expiration, and deterministic policy behavior."
cn.hutool::Hutool#,idiomatic,hitool::Hutool,crates/hitool/src/lib.rs::hutool_registry_is_feature_aware_stable_and_writable,"Cargo features replace Java classpath reflection with a deterministic, lexically ordered capability registry and injectable writer output."
cn.hutool::Hutool::getAllUtils#Set<Class<?>> (),idiomatic,hitool::Hutool,crates/hitool/src/lib.rs::hutool_registry_is_feature_aware_stable_and_writable,"Cargo features replace Java classpath reflection with a deterministic, lexically ordered capability registry and injectable writer output."
cn.hutool::Hutool::printAllUtils#void (),idiomatic,hitool::Hutool,crates/hitool/src/lib.rs::hutool_registry_is_feature_aware_stable_and_writable,"Cargo features replace Java classpath reflection with a deterministic, lexically ordered capability registry and injectable writer output."
cn.hutool.system::HostInfo#,idiomatic,hitool_system::HostInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"Portable host, runtime, user, locale, path, and system-property capabilities use owned Rust snapshots and typed I/O."
cn.hutool.system::HostInfo::HostInfo#(),idiomatic,hitool_system::HostInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"Portable host, runtime, user, locale, path, and system-property capabilities use owned Rust snapshots and typed I/O."
cn.hutool.system::HostInfo::getName#String (),idiomatic,hitool_system::HostInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"Portable host, runtime, user, locale, path, and system-property capabilities use owned Rust snapshots and typed I/O."
cn.hutool.system::HostInfo::getAddress#String (),idiomatic,hitool_system::HostInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"Portable host, runtime, user, locale, path, and system-property capabilities use owned Rust snapshots and typed I/O."
cn.hutool.system::HostInfo::toString#String (),idiomatic,hitool_system::HostInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"Portable host, runtime, user, locale, path, and system-property capabilities use owned Rust snapshots and typed I/O."
cn.hutool.system::JavaInfo#,idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::getVersion#String (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::getVersionFloat#float (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::getVersionInt#int (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::getVendor#String (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::getVendorURL#String (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava1_1#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava1_2#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava1_3#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava1_4#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava1_5#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava1_6#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava1_7#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava1_8#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava9#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava10#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava11#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava12#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava13#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava14#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava15#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava16#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava17#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJava18#boolean (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJavaVersionAtLeast#boolean (final float requiredVersion),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::isJavaVersionAtLeast#boolean (final int requiredVersion),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaInfo::toString#String (),idiomatic,hitool_system::JavaInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaRuntimeInfo#,idiomatic,hitool_system::JavaRuntimeInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaRuntimeInfo::getSunBoothClassPath#String (),idiomatic,hitool_system::JavaRuntimeInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaRuntimeInfo::getSunArchDataModel#String (),idiomatic,hitool_system::JavaRuntimeInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaRuntimeInfo::getName#String (),idiomatic,hitool_system::JavaRuntimeInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaRuntimeInfo::getVersion#String (),idiomatic,hitool_system::JavaRuntimeInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaRuntimeInfo::getHomeDir#String (),idiomatic,hitool_system::JavaRuntimeInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaRuntimeInfo::getExtDirs#String (),idiomatic,hitool_system::JavaRuntimeInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaRuntimeInfo::getEndorsedDirs#String (),idiomatic,hitool_system::JavaRuntimeInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaRuntimeInfo::getClassPath#String (),idiomatic,hitool_system::JavaRuntimeInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaRuntimeInfo::getClassPathArray#String[] (),idiomatic,hitool_system::JavaRuntimeInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaRuntimeInfo::getClassVersion#String (),idiomatic,hitool_system::JavaRuntimeInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaRuntimeInfo::getLibraryPath#String (),idiomatic,hitool_system::JavaRuntimeInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaRuntimeInfo::getLibraryPathArray#String[] (),idiomatic,hitool_system::JavaRuntimeInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaRuntimeInfo::getProtocolPackages#String (),idiomatic,hitool_system::JavaRuntimeInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaRuntimeInfo::toString#String (),idiomatic,hitool_system::JavaRuntimeInfo,crates/hitool-system/src/compat.rs::java_versions_and_runtime_paths_are_deterministic,Java/JVM properties are returned only when explicitly configured; HiTool never spawns a hidden JVM. Version and path behavior remains available as typed Rust data.
cn.hutool.system::JavaSpecInfo#,idiomatic,hitool_system::JavaSpecInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::JavaSpecInfo::getName#String (),idiomatic,hitool_system::JavaSpecInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::JavaSpecInfo::getVersion#String (),idiomatic,hitool_system::JavaSpecInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::JavaSpecInfo::getVendor#String (),idiomatic,hitool_system::JavaSpecInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::JavaSpecInfo::toString#String (),idiomatic,hitool_system::JavaSpecInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::JvmInfo#,idiomatic,hitool_system::JvmInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::JvmInfo::getName#String (),idiomatic,hitool_system::JvmInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::JvmInfo::getVersion#String (),idiomatic,hitool_system::JvmInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::JvmInfo::getVendor#String (),idiomatic,hitool_system::JvmInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::JvmInfo::getInfo#String (),idiomatic,hitool_system::JvmInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::JvmInfo::toString#String (),idiomatic,hitool_system::JvmInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::JvmSpecInfo#,idiomatic,hitool_system::JvmSpecInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::JvmSpecInfo::getName#String (),idiomatic,hitool_system::JvmSpecInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::JvmSpecInfo::getVersion#String (),idiomatic,hitool_system::JvmSpecInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::JvmSpecInfo::getVendor#String (),idiomatic,hitool_system::JvmSpecInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::JvmSpecInfo::toString#String (),idiomatic,hitool_system::JvmSpecInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,JVM-specific properties are explicit optional snapshots; absent JVM state is not fabricated in a native Rust process.
cn.hutool.system::OsInfo#,idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::getArch#String (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::getName#String (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::getVersion#String (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isAix#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isHpUx#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isIrix#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isLinux#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isMac#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isMacOsX#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isOs2#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isSolaris#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isSunOS#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isWindows#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isWindows2000#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isWindows95#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
